238,100,100
5,100,99
5,100,99
5,100,100
5,104,103
5,110,109
5,114,117
5,125,129
4,92,87
4,97,92
4,101,101
6,104,112
6,107,118
6,114,121
6,120,124
5,100,104
5,106,118
5,111,113
5,116,115
8,123,114
8,127,118
8,133,119
7,124,120
8,125,111
8,127,110
8,127,115
10,130,113
12,130,108
12,127,105
12,118,96
13,118,95
15,115,89
14,118,89
10,116,91
10,115,87
10,114,96
12,108,97
11,111,98
10,117,103
10,121,102
9,118,106
9,114,108
12,110,99
10,109,89
13,105,85
13,104,90
12,108,82
13,110,82
13,105,82
16,103,79
17,104,75
15,108,78
18,102,77
19,97,77
20,97,78
21,95,78
21,94,78
22,94,80
30,91,87
28,92,86
29,93,90
28,83,83
28,84,80
27,87,79
25,84,77
19,90,70
19,89,77
18,89,72
17,89,71
17,89,73
17,90,75
17,88,75
15,85,75
13,89,77
16,81,71
15,84,74
17,86,75
18,86,72
17,92,68
17,88,69
20,94,66
17,96,66
17,98,65
15,101,67
18,97,67
17,97,68
15,95,66
15,90,67
21,85,67
21,85,63
21,77,60
21,76,59
21,74,60
20,76,60
18,76,63
17,79,64
17,80,63
17,85,64
17,86,68
17,84,69
20,79,72
21,80,71
25,75,75
25,72,82
30,67,80
34,65,81
39,62,82
38,68,76
50,66,76
50,66,72
49,64,71
54,62,71
59,59,69
58,62,65
61,58,62
57,54,62
59,53,61
65,49,55
66,46,54
61,48,58
59,46,61
62,48,61
65,47,59
64,51,56
63,55,53
66,60,52
70,65,51
68,63,51
68,63,54
70,64,52
73,61,52
71,58,55
77,53,58
74,54,55
79,55,52
80,51,45
83,52,48
82,54,47
93,52,49
96,52,47
92,51,42
98,48,45
100,47,44
100,49,43
100,52,42
100,53,40
101,52,42
111,51,39
114,52,38
124,53,34
118,56,35
127,47,38
135,51,36
139,51,37
143,55,36
146,55,35
148,52,33
154,42,37
157,42,38
160,36,34
165,33,34
174,33,33
176,35,33
178,27,34
183,27,32
178,26,32
182,26,30
175,30,28
168,28,27
170,24,25
170,23,25
171,18,27
171,17,23
176,19,20
178,18,18
176,17,14
177,18,16
179,18,14
178,20,12
181,19,10
177,19,10
184,17,11
191,19,10
197,17,8
202,15,8
198,13,7
198,15,7
197,16,9
191,15,11
190,15,14
203,14,16
201,14,14
201,13,15
207,9,13
213,8,9
237,7,8
234,5,8
230,5,8
227,5,9
233,6,8
238,6,9
239,5,9
234,6,9
239,6,10
232,6,10
231,3,9
231,4,9
230,3,9
227,3,12
221,3,12
224,3,13
219,3,12
231,3,10
232,2,8
236,2,9
240,2,7
243,1,7
250,1,6
256,2,4
256,2,4
253,2,4
257,2,4
258,3,4
244,3,3
234,3,3
230,3,2
227,4,2
235,3,2
229,3,1
234,3,1
239,3,2
233,3,2
235,2,2
228,2,2
234,2,3
236,2,2
231,2,2
232,2,2
234,3,2
239,4,2
240,3,3
236,3,3
232,4,2
225,3,2
220,4,3
220,4,3
224,2,3
230,3,3
229,3,3
237,3,5
240,3,6
240,4,4
251,3,2
245,3,2
242,2,2
241,2,2
248,1,2
248,1,2
248,1,3
248,1,2
245,1,3
251,1,3
250,1,4
248,1,3
251,2,2
246,1,1
250,1,1
259,1,3
254,1,4
254,1,4
242,1,4
238,1,4
243,1,4
240,1,4
236,1,4
233,0,4
235,0,3
236,0,3
241,0,3
243,0,3
241,0,3
234,0,2
231,0,3
223,0,2
218,0,3
213,0,2
208,0,2
225,0,1
225,0,1
225,0,0
