254,100,100
5,100,100
5,100,101
5,101,103
5,105,107
5,112,112
5,122,123
5,126,130
5,87,94
5,92,98
5,96,107
5,102,112
5,102,117
8,107,118
10,109,126
7,88,103
7,94,108
7,100,111
9,107,113
9,114,113
8,114,116
8,119,127
7,115,120
7,108,117
7,119,118
6,117,120
6,118,122
6,118,120
6,117,113
6,114,104
6,112,111
9,104,103
9,101,96
9,94,101
8,90,99
7,90,97
6,87,102
6,93,98
4,88,98
3,81,103
3,80,105
2,85,103
2,84,99
2,87,97
2,81,102
1,84,105
1,91,114
1,87,119
1,84,120
1,88,123
1,94,121
1,97,118
1,100,130
1,107,132
1,109,123
1,107,120
1,110,120
1,107,119
1,103,118
1,101,110
1,104,107
1,103,106
1,103,106
1,99,109
1,100,108
3,102,114
3,102,109
3,94,107
3,99,110
3,102,108
3,102,108
5,105,110
4,104,109
4,101,109
6,102,110
6,99,104
6,95,105
5,95,109
5,95,106
5,97,111
8,91,107
8,85,108
8,85,102
8,88,103
8,88,100
8,90,91
8,94,88
6,96,92
6,97,97
6,97,101
6,96,104
6,96,106
6,95,105
5,94,101
5,88,106
5,89,101
5,86,104
8,83,108
10,81,101
10,78,99
10,75,104
10,77,101
9,77,90
9,77,87
9,77,87
7,78,90
7,82,89
10,85,89
10,77,90
9,75,97
9,73,94
9,73,96
9,71,92
9,68,91
8,66,91
8,70,92
9,71,92
10,73,94
10,70,87
10,69,91
10,69,90
10,69,93
10,67,92
12,63,94
10,60,97
13,64,98
18,62,102
22,61,104
22,60,106
21,58,99
20,66,102
21,65,105
21,65,108
19,67,103
21,67,104
21,73,103
21,69,103
21,64,97
21,61,101
20,57,98
22,60,100
21,60,96
19,63,90
24,62,88
27,59,87
31,55,79
34,55,78
32,56,77
32,60,76
34,57,81
34,56,85
32,60,84
30,60,87
32,58,89
32,57,89
33,54,88
32,52,88
37,52,90
37,50,86
46,48,84
50,48,80
51,47,77
50,45,79
48,43,82
51,44,85
50,45,82
44,42,89
43,43,89
45,44,93
45,44,95
50,46,93
54,45,83
57,47,79
63,44,73
61,46,69
65,48,70
67,54,64
71,55,64
67,52,66
74,52,64
73,51,59
76,55,59
73,52,57
74,51,59
75,52,58
79,50,59
75,50,57
77,51,56
74,43,56
79,47,55
78,44,59
75,40,60
78,42,58
79,40,63
83,36,58
81,35,58
95,33,57
99,34,52
102,32,50
106,31,46
110,30,48
111,30,46
111,29,47
112,26,49
110,27,46
110,26,45
114,23,45
119,23,45
121,21,46
119,23,44
119,23,44
126,23,48
128,23,45
130,24,46
124,27,45
126,32,45
126,30,47
122,28,43
124,24,42
130,26,42
136,27,44
144,23,43
143,21,43
151,18,42
158,17,38
162,16,36
170,16,35
162,15,33
170,14,35
180,12,35
189,14,34
188,15,35
196,16,40
202,18,40
199,19,37
195,18,37
199,19,37
200,18,34
201,16,31
203,14,29
205,13,26
220,10,18
235,11,17
232,13,19
224,10,20
231,10,21
237,9,22
250,8,21
237,8,21
238,8,22
234,7,18
259,7,16
269,5,16
272,5,15
269,6,12
270,6,11
267,9,9
267,9,10
260,12,9
265,13,8
259,12,8
260,12,7
255,11,6
257,10,5
258,9,4
260,9,4
248,9,4
247,9,3
237,10,3
240,7,3
232,5,2
243,4,2
239,5,3
238,6,3
239,6,3
229,7,4
227,9,4
236,9,3
232,8,2
227,9,2
222,9,3
223,9,3
210,8,3
212,7,3
213,8,3
205,8,3
209,8,2
212,8,2
217,8,2
223,8,2
219,8,2
227,7,2
232,7,2
229,7,2
226,8,2
212,8,2
220,9,2
226,10,2
220,10,3
216,9,4
214,8,6
214,8,6
217,4,6
210,5,5
212,3,5
205,3,5
203,3,2
207,3,1
201,2,1
201,2,1
203,3,1
210,2,1
206,2,1
209,2,1
206,3,0
205,3,0
209,3,0
204,2,0
205,2,0
205,3,0
198,3,0
203,4,0
202,4,0
211,4,0
215,5,0
214,4,0
217,5,0
222,5,0
213,5,0
220,3,0
223,4,0
225,5,0
217,5,0
209,3,0
215,3,0
213,3,0
216,4,0
221,5,0
221,3,0
229,3,0
235,3,0
233,3,0
234,3,0
248,3,0
249,2,0
252,3,0
248,2,0
246,3,0
252,4,0
264,5,0
260,5,0
261,5,0
260,5,0
257,6,0
261,4,0
262,4,0
260,3,0
267,4,0
267,4,0
277,4,0
281,2,0
283,3,0
282,3,0
288,3,0
281,2,0
279,4,0
272,4,0
272,4,0
267,4,0
266,4,0
269,4,0
268,4,0
276,3,0
271,3,0
265,4,0
270,3,0
260,4,0
256,3,0
253,3,0
248,4,0
256,4,0
257,3,0
256,3,0
266,4,0
266,3,0
273,3,0
264,1,0
262,1,0
260,1,0
256,1,0
256,0,0
