257,100,100
5,100,101
5,100,102
5,102,105
5,104,108
5,110,112
5,113,120
5,120,132
5,89,93
5,94,99
5,99,103
5,103,114
5,105,122
8,111,128
8,115,134
7,102,122
7,109,124
7,110,128
7,111,131
11,113,134
10,117,131
10,124,133
8,103,127
10,105,140
11,108,143
16,109,142
15,112,147
15,111,142
15,108,143
14,108,136
14,114,125
13,112,118
12,113,123
11,116,126
10,116,124
10,115,123
10,113,119
10,103,128
10,104,127
10,106,126
10,102,121
13,113,124
13,111,126
16,107,122
18,109,120
20,107,120
19,100,117
18,100,105
17,94,106
17,93,109
19,91,105
19,89,101
16,90,106
17,88,100
17,88,105
19,89,103
20,87,106
25,82,110
25,86,113
28,85,111
30,90,116
32,87,113
31,85,111
30,86,114
28,84,115
26,85,113
24,80,116
19,75,113
21,74,115
20,71,109
23,68,99
21,71,100
22,67,101
24,68,101
27,67,100
29,70,95
31,74,101
30,78,96
31,75,97
36,73,91
41,72,93
43,75,88
38,75,86
38,74,83
40,72,86
40,74,83
40,77,77
41,74,73
43,68,74
43,70,74
42,68,76
50,66,73
54,69,76
57,64,72
58,67,70
58,69,70
64,63,67
63,62,66
63,61,67
61,58,64
62,57,65
65,55,64
69,51,65
65,52,70
67,51,71
67,48,73
63,52,70
62,49,68
62,56,67
61,51,70
61,53,73
62,53,77
62,54,71
63,53,72
66,52,76
68,45,75
68,52,67
68,50,63
66,51,52
74,57,52
77,61,52
82,61,50
84,62,47
83,60,49
84,55,49
87,53,47
86,48,46
85,41,45
81,40,47
83,39,48
89,40,45
92,41,42
98,41,46
95,41,43
98,40,44
106,39,41
112,41,41
111,39,43
111,37,44
110,38,43
112,40,43
123,37,48
123,39,43
127,40,39
130,39,38
131,40,33
137,40,36
148,40,39
148,35,33
143,35,32
146,36,31
155,33,31
160,30,32
160,32,34
159,35,33
174,35,32
174,31,32
177,24,33
170,23,30
173,25,31
170,28,33
176,26,33
181,24,33
176,27,35
172,29,33
183,29,33
176,31,31
185,32,28
178,28,26
173,28,29
177,25,26
180,24,26
179,24,22
183,21,21
193,18,17
198,17,19
192,12,19
200,11,17
209,12,14
213,11,14
210,10,13
209,10,12
208,13,13
206,13,13
193,14,11
193,13,8
204,14,7
211,12,7
217,12,5
207,12,6
209,11,5
225,10,7
229,10,7
233,10,8
226,10,8
212,8,7
214,7,6
212,7,4
207,8,4
208,7,4
213,6,4
217,8,4
214,8,4
214,9,4
222,9,4
231,9,4
222,8,4
216,7,4
221,7,4
229,7,4
231,6,4
233,5,4
232,5,3
243,6,4
245,8,4
250,9,4
243,8,3
243,9,3
243,7,3
244,7,3
247,5,2
246,6,1
244,6,1
242,7,1
234,8,1
234,7,1
232,7,1
231,7,1
229,7,1
225,8,1
233,7,0
240,6,0
242,7,0
246,6,0
243,7,0
240,7,0
237,6,0
223,5,0
226,4,0
235,4,0
229,3,0
229,3,0
223,4,0
227,5,0
230,5,0
218,5,0
213,4,0
210,4,0
216,3,0
216,3,0
208,2,0
209,3,0
208,3,0
216,3,0
209,4,0
209,4,0
217,4,0
213,6,0
211,5,0
211,6,0
222,6,0
226,7,0
224,5,0
223,6,0
230,5,0
229,4,0
236,4,0
236,3,0
239,3,0
237,4,0
243,5,0
241,5,0
245,5,0
237,6,0
241,7,0
233,8,0
230,7,0
228,8,0
224,8,0
219,8,0
222,9,0
222,10,0
221,6,0
227,8,0
222,6,0
232,8,0
238,7,0
244,6,0
255,5,0
248,5,0
251,4,0
255,4,0
249,3,0
239,3,0
238,3,0
228,3,0
231,3,0
234,2,0
231,2,0
235,0,0
