234,100,100
5,100,100
5,100,101
5,102,103
5,106,106
5,110,110
5,117,120
5,126,125
3,101,94
3,102,99
3,108,109
3,116,118
3,119,120
3,121,121
5,127,127
3,104,116
3,110,115
3,120,116
3,118,115
3,119,115
3,127,116
3,125,115
3,115,104
3,124,105
3,117,104
3,116,106
3,126,113
6,131,117
4,137,121
4,138,127
4,136,122
4,136,122
4,137,128
4,134,124
5,136,124
5,134,123
5,123,113
5,122,108
5,125,109
5,131,104
5,130,105
5,129,105
5,121,104
5,113,101
5,107,105
5,117,106
5,109,104
5,110,101
4,107,104
4,104,102
3,101,96
3,110,99
3,109,101
3,108,104
3,103,109
2,108,105
2,112,102
2,107,102
2,108,102
2,101,100
5,100,97
5,105,97
5,99,94
8,103,91
8,102,89
11,102,84
11,103,83
11,103,86
11,98,82
11,97,86
9,96,88
9,100,89
8,101,95
8,104,98
7,101,97
7,103,90
7,108,89
6,108,91
6,111,85
8,105,80
8,104,79
8,109,81
11,106,80
11,105,84
11,105,89
11,107,89
11,107,94
11,107,92
13,106,91
13,104,92
12,104,96
13,105,95
13,104,94
10,98,90
13,98,90
12,98,89
10,96,90
10,91,94
10,86,92
13,87,91
13,84,95
13,86,95
16,83,96
16,84,94
16,82,89
19,77,91
18,78,83
19,78,83
18,79,86
20,73,79
20,74,76
20,78,70
19,78,70
18,81,68
18,79,66
17,75,66
16,75,65
16,75,66
17,75,65
17,74,65
17,72,68
17,71,63
17,72,64
16,68,65
16,62,66
15,64,69
15,64,69
15,67,71
14,69,70
13,75,69
13,74,68
13,74,64
13,73,68
13,74,71
13,74,80
14,80,80
14,80,77
13,84,85
14,88,87
13,88,84
18,93,80
25,98,78
29,90,77
31,92,74
33,88,60
35,83,62
37,83,64
36,82,64
38,76,64
43,68,68
42,68,71
45,71,74
45,70,77
45,70,70
50,71,71
48,72,74
43,74,72
44,79,65
43,70,65
41,70,66
48,69,69
49,70,70
55,65,72
55,67,72
57,62,71
60,61,70
60,61,61
57,53,59
57,50,58
53,52,60
58,54,62
62,53,62
64,55,58
68,55,58
67,53,60
72,48,60
73,47,60
70,42,53
72,42,54
76,45,58
73,42,60
78,45,58
81,46,58
82,43,59
85,43,58
91,39,60
89,40,63
89,36,65
94,34,66
89,34,65
88,38,62
92,35,61
92,35,59
90,37,57
90,36,52
93,34,54
99,36,61
99,34,63
101,35,60
107,35,61
109,32,61
117,31,60
115,33,57
120,30,55
120,27,51
122,29,52
116,25,51
119,24,48
124,23,47
125,20,47
122,20,44
126,17,38
123,12,40
129,12,44
145,12,44
147,13,43
155,14,43
158,12,42
161,11,38
160,13,35
173,14,33
177,12,32
184,14,29
192,10,30
183,9,30
180,7,32
179,11,30
172,11,29
178,12,25
172,11,31
162,11,28
165,12,26
183,10,24
182,8,22
191,6,19
189,7,18
192,7,16
193,6,17
204,6,14
210,6,14
210,4,16
216,5,16
223,4,16
239,4,13
241,4,13
237,5,15
243,5,14
244,5,14
245,4,14
247,4,12
251,4,14
252,4,15
258,4,11
261,4,14
262,5,16
266,3,18
257,3,19
248,3,21
246,4,22
250,5,20
249,6,17
253,6,16
255,7,13
260,7,14
247,9,8
252,10,6
263,11,5
257,11,5
251,12,4
240,11,4
240,10,3
250,8,3
247,7,3
237,7,3
228,6,3
234,6,2
241,6,2
238,4,1
243,3,1
240,4,1
238,3,1
242,3,1
233,2,1
236,3,1
236,3,1
232,3,1
233,3,1
230,3,1
231,3,1
230,1,1
229,1,1
230,2,2
229,2,2
221,1,2
225,1,2
232,1,2
238,1,1
227,1,1
221,1,1
229,1,1
234,1,1
232,0,1
230,0,1
229,0,1
231,0,1
232,0,0
