5,100,100
3,43,50
0,1,1
236,100,100
5,100,99
5,100,99
5,100,99
5,102,100
5,106,108
6,109,118
6,116,129
6,86,91
6,88,103
6,97,113
6,99,122
7,103,127
5,111,125
5,120,135
4,94,128
6,97,127
6,100,129
6,105,130
6,107,131
6,109,137
6,105,135
6,101,120
6,104,125
6,101,132
6,102,134
6,100,131
9,100,132
9,99,142
9,101,137
12,101,136
12,101,135
12,99,141
17,103,137
15,101,136
18,98,130
26,93,128
26,91,126
26,90,133
25,95,121
21,91,126
23,93,131
22,93,132
22,83,130
22,88,127
22,86,124
22,90,121
23,89,120
22,89,119
24,87,114
19,83,108
19,89,107
19,93,104
19,93,106
20,92,104
19,89,103
18,89,102
17,92,104
16,86,101
16,78,101
17,77,97
17,76,100
16,76,98
17,75,98
15,80,94
15,72,94
15,70,96
14,70,92
17,65,98
15,64,94
14,62,96
17,66,100
17,64,98
17,66,100
20,66,104
19,68,97
19,65,101
17,74,106
16,69,106
17,70,105
19,71,103
17,72,108
17,70,112
16,73,110
18,70,105
17,69,104
17,72,105
17,77,105
17,81,98
17,75,98
20,78,94
18,80,84
19,82,85
18,84,83
20,86,85
23,90,87
26,89,80
25,85,74
26,77,73
28,77,72
28,72,70
33,75,71
34,71,74
32,70,77
32,68,77
31,68,78
34,68,76
38,69,81
33,64,80
38,60,79
41,56,78
43,55,84
47,54,86
50,52,88
51,56,89
55,51,91
55,48,84
53,49,85
53,53,86
54,53,87
53,54,84
52,55,74
52,50,72
55,53,72
66,49,70
64,47,64
63,47,65
68,47,66
69,47,63
69,42,62
74,43,59
73,41,59
76,43,62
80,43,62
76,43,60
81,41,60
77,37,61
81,39,61
84,37,62
85,32,69
87,32,75
94,31,77
98,32,73
98,33,73
99,34,70
102,36,73
105,38,64
106,39,61
106,42,59
109,44,56
109,47,57
107,46,53
104,47,54
106,48,53
115,51,51
116,44,51
114,41,52
111,37,55
114,35,53
117,37,53
120,30,54
114,28,54
117,29,51
123,30,53
118,28,50
120,29,50
120,29,49
119,30,43
129,27,42
130,29,43
137,27,41
138,30,33
134,33,31
138,34,31
140,31,32
142,30,32
141,29,32
145,30,32
149,28,32
150,25,36
146,23,37
149,23,33
144,19,28
141,20,29
136,19,24
146,18,25
146,17,21
158,16,25
171,17,22
174,17,19
180,17,19
178,17,17
177,15,17
180,13,16
191,12,17
185,12,21
192,15,20
187,16,17
193,16,16
193,17,14
193,18,14
193,18,14
192,16,14
189,15,14
192,13,15
200,16,14
197,15,13
196,13,15
188,15,11
194,14,10
196,12,10
196,11,12
201,11,14
202,7,13
202,6,13
200,5,13
204,6,13
207,9,14
205,8,13
214,5,13
213,7,13
211,6,9
208,8,9
205,9,10
208,8,8
210,9,6
218,10,6
222,9,7
231,9,6
233,6,6
235,5,6
238,5,6
249,7,6
239,6,8
237,6,7
231,6,7
233,6,7
228,6,6
240,7,6
236,6,6
230,5,6
226,4,5
235,5,4
233,5,3
223,5,4
224,5,5
232,5,5
237,4,6
236,6,8
233,7,9
229,5,7
232,5,7
245,5,6
245,5,6
243,5,5
249,6,6
242,6,6
246,6,6
255,5,8
255,7,8
255,6,6
265,6,6
261,5,5
266,5,4
267,6,4
261,6,4
255,5,4
250,5,4
247,7,4
256,7,3
255,8,4
253,8,4
241,9,3
257,8,3
264,9,3
264,7,4
258,5,4
272,7,4
272,10,4
275,10,2
264,10,2
267,9,3
257,8,2
255,8,3
244,8,2
248,6,2
247,4,1
243,3,1
230,2,1
236,2,3
233,2,2
234,2,3
228,2,2
233,2,2
223,2,3
218,2,3
215,2,3
227,2,3
228,1,3
237,1,1
232,2,1
227,1,1
230,1,0
237,1,0
231,1,0
227,2,0
219,2,0
220,1,0
218,1,0
224,2,0
225,1,0
219,1,0
215,1,0
218,1,0
214,1,0
218,1,0
213,1,0
220,1,0
225,1,0
227,2,0
232,2,0
237,2,0
241,2,0
242,1,0
243,1,0
240,1,0
243,1,0
242,1,0
245,1,0
241,1,0
252,1,0
257,1,0
256,1,0
257,1,0
257,1,0
253,1,0
251,2,0
251,2,0
238,2,0
245,2,0
249,2,0
245,2,0
256,3,0
265,2,0
264,2,0
268,2,0
273,2,0
267,2,0
269,4,0
266,0,0
